"Choice","Age","Female","Income","Education","Job"
"ICBC",69,0,2,1,"Student"
"ICBC",48,1,3,3,"Unemployed"
"BOC",58,1,7,4,"Government"
"CCB",65,1,6,5,"Service"
"CCB",68,1,1,2,"Education"
"CCB",35,0,6,1,"Industry"
"CCB",49,0,3,2,"Unemployed"
"BOC",34,0,3,4,"Finance"
"CCB",56,0,3,4,"Student"
"ICBC",19,0,2,2,"Student"
"BOC",36,0,3,3,"Unemployed"
"ICBC",42,1,6,1,"Industry"
"CCB",32,0,4,1,"Student"
"CCB",42,1,3,3,"Education"
"CCB",63,1,6,3,"Service"
"BOC",60,0,3,5,"Industry"
"CCB",54,0,6,3,"Unemployed"
"CCB",23,0,7,5,"Student"
"CCB",19,0,7,2,"Industry"
"ICBC",37,1,4,1,"Industry"
"CCB",60,1,1,2,"Finance"
"BOC",19,1,2,4,"Unemployed"
"CCB",44,1,4,5,"Education"
"CCB",32,1,4,3,"Student"
"BOC",21,1,4,3,"Retired"
"BOC",32,1,3,3,"Unemployed"
"BOC",52,0,1,5,"Unemployed"
"BOC",36,1,3,2,"Student"
"BOC",46,1,2,4,"Government"
"ICBC",49,1,6,2,"Student"
"CCB",68,1,5,4,"Finance"
"BOC",55,1,2,5,"Retired"
"CCB",60,0,4,4,"Retired"
"BOC",68,1,2,2,"Student"
"ICBC",46,1,2,1,"Unemployed"
"CCB",60,0,6,1,"Finance"
"ICBC",43,1,7,3,"Service"
"CCB",18,0,5,1,"Industry"
"BOC",73,0,7,4,"Finance"
"CCB",46,1,4,1,"Finance"
"CCB",60,0,6,1,"Student"
"CCB",21,1,7,5,"Finance"
"CCB",60,1,3,4,"Unemployed"
"CCB",38,0,3,1,"Unemployed"
"CCB",52,0,2,3,"Government"
"BOC",25,0,5,3,"Finance"
"CCB",42,1,6,5,"Government"
"CCB",57,0,4,2,"Finance"
"CCB",67,1,5,1,"Service"
"ICBC",59,0,6,3,"Unemployed"
"BOC",53,1,7,1,"Finance"
"BOC",71,1,1,5,"Government"
"BOC",62,1,1,4,"Student"
"BOC",70,1,2,3,"Unemployed"
"CCB",32,0,3,2,"Finance"
"BOC",39,1,2,3,"Student"
"BOC",64,1,3,5,"Retired"
"ICBC",24,1,4,1,"Retired"
"CCB",55,1,3,4,"Education"
"CCB",55,0,1,3,"Service"
"CCB",73,0,7,4,"Finance"
"BOC",21,0,2,3,"Government"
"BOC",69,0,6,4,"Retired"
"CCB",46,0,7,1,"Retired"
"ICBC",49,1,2,3,"Government"
"BOC",49,0,2,5,"Industry"
"BOC",50,1,3,5,"Retired"
"CCB",68,1,7,2,"Retired"
"BOC",25,1,3,4,"Service"
"BOC",67,0,1,4,"Education"
"CCB",54,1,7,4,"Government"
"CCB",24,1,1,2,"Industry"
"ICBC",71,0,1,1,"Retired"
"CCB",35,0,6,1,"Retired"
"BOC",24,1,2,1,"Retired"
"ABC",58,1,2,2,"Government"
"CCB",68,0,4,1,"Finance"
"CCB",44,0,7,1,"Education"
"BOC",19,0,4,5,"Finance"
"CCB",36,1,3,4,"Student"
"ABC",74,1,4,1,"Education"
"BOC",57,1,4,3,"Finance"
"CCB",28,1,1,5,"Finance"
"BOC",29,0,6,5,"Finance"
"BOC",51,0,1,2,"Unemployed"
"CCB",25,1,7,4,"Finance"
"BOC",42,1,2,2,"Finance"
"BOC",50,0,1,2,"Student"
"CCB",24,0,4,4,"Government"
"CCB",48,0,5,1,"Finance"
"CCB",75,1,2,1,"Government"
"CCB",52,0,5,3,"Education"
"BOC",27,1,7,4,"Student"
"BOC",66,0,3,3,"Service"
"CCB",64,1,5,4,"Student"
"CCB",57,0,4,4,"Industry"
"CCB",22,1,2,4,"Finance"
"CCB",70,0,5,3,"Finance"
"CCB",54,1,7,3,"Service"
"BOC",73,1,4,5,"Service"
"BOC",37,1,6,3,"Retired"
"CCB",73,0,7,1,"Education"
"ICBC",58,1,2,2,"Service"
"BOC",74,1,5,3,"Unemployed"
"BOC",27,0,6,5,"Service"
"ICBC",59,1,1,1,"Service"
"ICBC",48,0,7,1,"Industry"
"CCB",65,1,3,2,"Unemployed"
"BOC",59,0,1,5,"Unemployed"
"BOC",66,1,2,1,"Student"
"CCB",53,1,4,2,"Service"
"BOC",55,0,2,5,"Finance"
"CCB",54,1,1,5,"Unemployed"
"BOC",57,0,7,4,"Retired"
"BOC",37,0,3,2,"Industry"
"BOC",22,0,3,5,"Service"
"CCB",58,0,3,3,"Finance"
"ABC",59,1,1,1,"Student"
"CCB",73,1,5,5,"Student"
"CCB",50,1,4,2,"Retired"
"CCB",75,1,5,1,"Student"
"CCB",47,0,3,4,"Industry"
"CCB",60,1,7,5,"Student"
"CCB",19,0,3,3,"Industry"
"CCB",48,1,7,2,"Service"
"ICBC",51,1,4,2,"Industry"
"CCB",67,1,1,5,"Retired"
"BOC",68,1,1,5,"Service"
"CCB",38,1,5,2,"Unemployed"
"BOC",23,1,3,3,"Industry"
"CCB",33,0,6,5,"Government"
"BOC",18,0,6,4,"Industry"
"BOC",74,0,2,3,"Service"
"BOC",28,0,1,2,"Finance"
"CCB",49,1,1,1,"Student"
"CCB",64,1,1,3,"Government"
"BOC",35,1,1,5,"Unemployed"
"CCB",43,1,4,2,"Service"
"CCB",34,1,3,4,"Government"
"BOC",54,1,6,4,"Industry"
"CCB",62,0,2,2,"Finance"
"CCB",21,1,1,2,"Government"
"CCB",68,0,6,4,"Unemployed"
"BOC",26,0,4,5,"Education"
"BOC",31,1,3,3,"Service"
"ICBC",40,0,5,1,"Unemployed"
"ICBC",68,0,1,1,"Student"
"CCB",41,1,3,5,"Service"
"CCB",65,1,2,2,"Education"
"ICBC",73,0,4,1,"Education"
"BOC",73,1,3,4,"Retired"
"CCB",52,1,3,1,"Government"
"CCB",58,1,3,3,"Service"
"BOC",37,1,6,3,"Finance"
"CCB",18,1,7,2,"Service"
"CCB",59,1,6,1,"Service"
"CCB",50,1,5,5,"Service"
"ICBC",69,1,4,2,"Industry"
"BOC",52,0,1,5,"Service"
"CCB",43,1,7,2,"Service"
"BOC",22,1,2,1,"Industry"
"CCB",58,0,3,3,"Student"
"CCB",56,1,4,5,"Retired"
"BOC",40,1,5,5,"Service"
"CCB",25,0,7,2,"Unemployed"
"BOC",22,1,5,3,"Education"
"BOC",52,1,6,4,"Retired"
"BOC",55,1,4,1,"Retired"
"BOC",54,1,3,5,"Industry"
"CCB",54,0,7,4,"Industry"
"ICBC",41,1,2,3,"Industry"
"CCB",58,0,7,1,"Unemployed"
"CCB",74,1,7,2,"Unemployed"
"BOC",43,1,1,5,"Unemployed"
"BOC",61,0,7,3,"Service"
"BOC",62,1,6,4,"Retired"
"CCB",18,0,2,1,"Education"
"CCB",53,0,2,4,"Retired"
"BOC",34,0,5,4,"Government"
"CCB",66,1,5,1,"Unemployed"
"BOC",51,1,2,5,"Student"
"CCB",59,1,1,1,"Finance"
"BOC",32,1,1,3,"Education"
"BOC",22,1,3,4,"Retired"
"ICBC",65,1,2,1,"Retired"
"CCB",23,0,6,2,"Education"
"CCB",63,1,4,5,"Unemployed"
"BOC",30,1,1,4,"Student"
"CCB",50,1,1,1,"Education"
"CCB",72,1,5,4,"Education"
"CCB",51,0,1,2,"Industry"
"CCB",50,1,2,4,"Industry"
"CCB",37,1,6,3,"Retired"
"CCB",61,0,4,2,"Education"
"BOC",18,0,7,3,"Student"
"CCB",64,0,3,3,"Retired"
"CCB",31,0,5,1,"Finance"
"CCB",30,0,4,2,"Unemployed"
"CCB",19,1,1,3,"Student"
"CCB",70,1,6,2,"Service"
"CCB",47,1,5,4,"Industry"
"BOC",26,1,5,5,"Unemployed"
"BOC",19,0,1,3,"Government"
"ABC",74,1,1,1,"Retired"
"BOC",68,0,1,5,"Unemployed"
"BOC",33,0,2,5,"Student"
"BOC",62,0,7,3,"Unemployed"
"CCB",42,0,2,4,"Education"
"ICBC",65,0,5,2,"Retired"
"BOC",40,0,6,4,"Education"
"BOC",31,0,2,3,"Student"
"BOC",29,0,4,3,"Industry"
"BOC",52,1,5,4,"Student"
"CCB",73,0,6,2,"Service"
"CCB",48,0,5,5,"Retired"
"BOC",42,1,3,4,"Education"
"CCB",36,1,2,2,"Education"
"CCB",38,0,6,3,"Education"
"BOC",35,0,2,5,"Industry"
"CCB",49,1,4,1,"Retired"
"CCB",34,0,2,3,"Finance"
"CCB",68,1,2,3,"Finance"
"CCB",39,0,3,1,"Industry"
"CCB",50,0,7,5,"Retired"
"ABC",49,1,1,3,"Retired"
"BOC",38,0,4,5,"Student"
"BOC",66,0,4,1,"Finance"
"CCB",28,0,5,5,"Retired"
"BOC",39,1,1,5,"Finance"
"CCB",58,1,2,4,"Government"
"BOC",73,0,1,5,"Unemployed"
"CCB",72,0,1,3,"Student"
"CCB",35,0,5,3,"Government"
"CCB",38,1,5,5,"Finance"
"CCB",72,1,7,4,"Industry"
"CCB",66,1,2,1,"Retired"
"CCB",32,1,7,3,"Student"
"CCB",63,0,2,5,"Student"
"BOC",44,1,1,5,"Retired"
"CCB",21,0,3,1,"Industry"
"BOC",20,0,5,5,"Service"
"BOC",42,0,1,5,"Service"
"CCB",24,1,7,3,"Service"
"BOC",51,1,7,2,"Service"
"ABC",18,1,1,3,"Student"
"ICBC",64,0,1,1,"Unemployed"
"CCB",26,0,6,2,"Industry"
"BOC",49,0,4,4,"Service"
"BOC",43,1,2,5,"Service"
"CCB",70,1,5,5,"Retired"
"BOC",65,1,6,3,"Unemployed"
"CCB",65,0,2,2,"Finance"
"CCB",30,1,4,1,"Industry"
"CCB",51,0,1,3,"Unemployed"
"BOC",43,0,3,4,"Unemployed"
"BOC",21,1,6,5,"Education"
"ICBC",45,0,1,1,"Government"
"CCB",58,1,6,3,"Retired"
"CCB",61,1,2,1,"Retired"
"CCB",60,0,7,3,"Government"
"BOC",31,1,5,4,"Finance"
"BOC",44,1,4,5,"Student"
"BOC",48,0,2,5,"Government"
"ICBC",50,0,3,1,"Finance"
"BOC",54,0,5,4,"Industry"
"ICBC",31,1,6,1,"Industry"
"BOC",39,0,5,4,"Unemployed"
"CCB",60,1,2,2,"Student"
"BOC",37,1,6,5,"Unemployed"
"CCB",55,1,4,1,"Education"
"BOC",60,0,2,3,"Unemployed"
"CCB",46,0,6,4,"Service"
"ICBC",71,1,1,4,"Retired"
"CCB",50,1,7,2,"Service"
"BOC",61,1,1,2,"Unemployed"
"ICBC",57,0,1,2,"Retired"
"CCB",61,0,6,3,"Government"
"CCB",63,1,6,5,"Education"
"BOC",70,0,1,5,"Education"
"CCB",27,0,4,4,"Government"
"CCB",58,0,5,4,"Government"
"CCB",32,0,4,1,"Government"
"BOC",54,0,1,5,"Student"
"CCB",72,1,2,3,"Government"
"BOC",18,0,1,1,"Unemployed"
"CCB",44,0,5,4,"Government"
"CCB",75,1,7,5,"Education"
"BOC",38,0,3,5,"Finance"
"ICBC",45,1,1,4,"Student"
"BOC",33,1,1,4,"Industry"
"CCB",48,0,5,2,"Government"
"BOC",37,0,1,3,"Unemployed"
"CCB",42,0,1,4,"Student"
"CCB",47,0,6,3,"Government"
"ICBC",72,1,7,3,"Service"
"CCB",64,0,1,2,"Finance"
"CCB",33,1,6,1,"Service"
"BOC",24,0,2,4,"Retired"
"CCB",56,0,5,5,"Student"
"BOC",41,0,7,5,"Retired"
"CCB",75,0,7,1,"Service"
"CCB",29,1,6,4,"Student"
"CCB",39,1,3,5,"Retired"
"BOC",69,1,4,4,"Student"
"BOC",43,0,1,4,"Unemployed"
"CCB",28,1,3,5,"Student"
"CCB",70,1,6,1,"Finance"
"BOC",20,1,5,4,"Student"
"CCB",34,1,4,2,"Government"
"CCB",25,1,7,3,"Industry"
"CCB",74,1,2,1,"Service"
"BOC",49,0,5,5,"Government"
"BOC",74,0,6,3,"Industry"
"CCB",42,0,4,5,"Service"
"CCB",48,1,2,4,"Government"
"BOC",68,1,4,3,"Unemployed"
"CCB",43,0,3,2,"Unemployed"
"CCB",52,0,2,1,"Finance"
"ICBC",44,0,3,1,"Industry"
"BOC",21,1,2,2,"Student"
"BOC",25,0,3,4,"Student"
"CCB",60,1,5,3,"Finance"
"BOC",52,1,1,5,"Service"
"BOC",37,0,4,5,"Education"
"ICBC",55,0,5,1,"Retired"
"CCB",64,1,1,5,"Government"
"CCB",56,1,3,3,"Finance"
"BOC",19,0,7,3,"Industry"
"CCB",69,1,5,1,"Service"
"CCB",61,0,4,1,"Service"
"CCB",43,1,7,1,"Unemployed"
"ICBC",18,1,3,1,"Retired"
"BOC",46,0,1,4,"Industry"
"BOC",67,0,7,5,"Education"
"BOC",67,1,4,5,"Government"
"CCB",49,0,1,5,"Finance"
"BOC",26,0,3,3,"Retired"
"ICBC",64,1,1,2,"Student"
"BOC",70,1,4,4,"Unemployed"
"CCB",29,0,6,2,"Student"
"CCB",29,1,6,4,"Unemployed"
"BOC",55,1,4,3,"Retired"
"ICBC",49,0,5,3,"Retired"
"CCB",72,1,7,2,"Service"
"ABC",40,0,2,1,"Education"
"CCB",19,0,6,1,"Retired"
"CCB",37,1,5,5,"Education"
"CCB",23,1,6,2,"Student"
"BOC",69,1,6,4,"Service"
"ICBC",52,0,4,1,"Unemployed"
"CCB",75,1,6,1,"Finance"
"BOC",48,1,1,5,"Finance"
"CCB",52,1,6,2,"Industry"
"BOC",31,1,6,3,"Unemployed"
"CCB",75,0,2,1,"Service"
"ICBC",60,1,7,1,"Retired"
"CCB",31,0,3,1,"Education"
"ABC",49,1,1,1,"Education"
"CCB",67,0,5,4,"Unemployed"
"CCB",67,0,1,3,"Industry"
"CCB",31,1,5,3,"Education"
"BOC",22,0,1,3,"Unemployed"
"CCB",55,0,7,4,"Service"
"BOC",69,1,4,2,"Unemployed"
"BOC",30,0,5,2,"Service"
"ICBC",32,1,3,1,"Finance"
"BOC",41,1,5,3,"Unemployed"
"BOC",19,0,2,5,"Industry"
"ICBC",53,0,1,1,"Industry"
"CCB",56,1,1,1,"Service"
"BOC",44,1,5,1,"Education"
"BOC",63,1,4,3,"Unemployed"
"ICBC",64,0,7,1,"Industry"
"CCB",21,1,2,2,"Retired"
"CCB",57,1,7,3,"Education"
"BOC",36,1,2,5,"Finance"
"CCB",19,0,5,2,"Finance"
"CCB",61,1,7,4,"Finance"
"BOC",38,1,2,5,"Retired"
"CCB",31,1,5,2,"Industry"
"CCB",53,0,6,4,"Finance"
"CCB",34,0,4,2,"Retired"
"BOC",35,0,4,5,"Service"
"BOC",19,1,7,1,"Finance"
"BOC",18,1,5,3,"Student"
"CCB",22,1,5,3,"Unemployed"
"CCB",32,0,7,2,"Government"
"CCB",48,1,6,2,"Retired"
"BOC",69,1,4,5,"Retired"
"BOC",39,1,1,2,"Service"
"BOC",25,0,2,1,"Service"
"CCB",32,1,6,4,"Government"
"CCB",42,1,5,4,"Student"
"CCB",24,0,1,1,"Unemployed"
"CCB",48,1,7,1,"Education"
"BOC",43,0,7,4,"Education"
"BOC",18,0,4,5,"Retired"
"ABC",62,0,2,3,"Retired"
"CCB",67,1,7,2,"Government"
"ICBC",36,1,1,2,"Finance"
"CCB",55,0,2,1,"Unemployed"
"BOC",46,0,7,4,"Finance"
"ICBC",53,1,4,1,"Student"
"ICBC",36,1,3,1,"Industry"
"BOC",25,0,5,5,"Retired"
"CCB",63,1,5,3,"Government"
"CCB",32,1,6,1,"Education"
"CCB",44,0,3,4,"Education"
"CCB",22,0,1,5,"Education"
"CCB",20,0,7,2,"Service"
"BOC",48,0,4,2,"Student"
"CCB",28,1,4,2,"Government"
"CCB",51,1,2,4,"Government"
"BOC",36,0,7,1,"Service"
"BOC",45,1,6,4,"Finance"
"CCB",51,1,3,5,"Service"
"CCB",58,1,6,5,"Government"
"BOC",20,0,1,1,"Unemployed"
"BOC",39,0,4,1,"Education"
"CCB",52,1,1,3,"Retired"
"BOC",44,1,1,3,"Retired"
"CCB",66,0,4,5,"Retired"
"BOC",31,1,2,5,"Unemployed"
"CCB",49,1,2,1,"Student"
"BOC",51,0,4,3,"Finance"
"ICBC",70,0,4,2,"Service"
"ABC",53,0,2,1,"Retired"
"CCB",31,1,5,2,"Education"
"BOC",31,1,4,4,"Finance"
"CCB",38,1,7,5,"Education"
"CCB",62,1,1,1,"Government"
"CCB",61,0,6,3,"Finance"
"CCB",70,0,2,1,"Government"
"CCB",67,1,1,5,"Finance"
"CCB",45,1,3,4,"Student"
"CCB",21,1,7,4,"Finance"
"BOC",25,1,7,2,"Retired"
"ICBC",32,1,5,2,"Government"
"CCB",75,1,3,1,"Education"
"CCB",75,1,3,1,"Finance"
"CCB",63,0,4,3,"Retired"
"CCB",51,0,5,2,"Service"
"BOC",67,0,3,5,"Government"
"BOC",24,1,4,5,"Industry"
"BOC",49,1,6,5,"Unemployed"
"BOC",55,1,3,3,"Unemployed"
"BOC",23,0,3,3,"Unemployed"
"BOC",19,1,7,5,"Unemployed"
"BOC",25,1,3,4,"Government"
"CCB",37,0,6,1,"Education"
"CCB",58,0,4,3,"Industry"
"CCB",63,0,3,4,"Finance"
"CCB",43,1,4,4,"Service"
"CCB",45,0,4,5,"Education"
"CCB",28,1,1,2,"Government"
"ABC",22,1,5,1,"Retired"
"CCB",32,1,2,1,"Service"
"CCB",22,0,2,4,"Industry"
"CCB",46,0,6,1,"Unemployed"
"BOC",47,1,3,1,"Unemployed"
"BOC",57,0,1,3,"Student"
"CCB",20,1,1,2,"Unemployed"
"BOC",36,0,6,5,"Unemployed"
"CCB",52,0,7,4,"Government"
"CCB",62,0,7,2,"Student"
"BOC",29,0,2,3,"Student"
"BOC",48,1,3,5,"Service"
"CCB",29,0,6,3,"Government"
"CCB",52,0,3,1,"Education"
"BOC",32,0,1,5,"Education"
"CCB",30,0,1,5,"Industry"
"ICBC",58,1,1,3,"Government"
"BOC",70,0,1,4,"Retired"
"CCB",19,1,6,1,"Education"
"CCB",55,1,5,1,"Finance"
"CCB",28,0,7,3,"Industry"
"CCB",32,1,6,5,"Student"
"BOC",34,0,2,4,"Industry"
"ICBC",28,1,4,1,"Retired"
"BOC",44,0,5,2,"Student"
"CCB",43,1,5,3,"Student"
"BOC",60,1,1,4,"Industry"
"ICBC",74,1,4,3,"Retired"
"CCB",60,1,6,1,"Retired"
"CCB",71,0,7,2,"Student"
"CCB",61,1,5,5,"Government"
"CCB",72,0,7,5,"Government"
"CCB",37,0,6,3,"Student"
"BOC",21,1,3,4,"Retired"
"CCB",75,0,4,2,"Finance"
"ICBC",68,1,5,2,"Unemployed"
"CCB",23,0,2,1,"Retired"
"CCB",34,1,3,4,"Finance"
"BOC",30,0,7,4,"Retired"
"CCB",62,0,7,5,"Government"
"CCB",27,0,4,5,"Retired"
"ABC",41,0,3,1,"Student"
"BOC",18,0,6,1,"Unemployed"
"CCB",68,0,4,2,"Industry"
"CCB",55,0,2,4,"Government"
"CCB",33,0,3,3,"Retired"
"CCB",20,0,3,4,"Government"
"BOC",55,1,4,3,"Government"
"BOC",24,1,4,4,"Unemployed"
"ICBC",73,0,2,1,"Education"
"BOC",19,0,2,4,"Finance"
"CCB",65,1,7,2,"Industry"
"CCB",50,0,7,3,"Government"
"BOC",20,1,6,2,"Finance"
"BOC",54,0,3,5,"Student"
"CCB",48,1,3,3,"Service"
"BOC",37,0,4,4,"Unemployed"
"BOC",33,0,4,2,"Unemployed"
"CCB",24,0,7,2,"Industry"
"CCB",75,0,7,1,"Government"
"CCB",39,0,7,1,"Government"
"BOC",25,0,3,3,"Unemployed"
"BOC",63,0,2,5,"Service"
"BOC",68,0,5,5,"Student"
"BOC",30,1,3,3,"Government"
"CCB",35,1,6,3,"Education"
"BOC",43,1,5,4,"Service"
"CCB",71,1,5,2,"Retired"
"ICBC",43,1,1,1,"Unemployed"
"CCB",45,0,2,5,"Finance"
"CCB",73,0,5,1,"Industry"
"CCB",34,1,4,3,"Government"
"BOC",42,1,1,4,"Unemployed"
"CCB",26,0,4,3,"Government"
"ICBC",42,0,5,5,"Industry"
"CCB",23,1,6,1,"Government"
"CCB",43,0,6,2,"Finance"
"CCB",57,0,4,2,"Education"
"ICBC",71,0,3,1,"Retired"
"BOC",28,1,4,4,"Education"
"BOC",69,1,7,2,"Unemployed"
"CCB",75,1,4,4,"Retired"
"CCB",74,1,7,3,"Finance"
"CCB",60,1,1,4,"Education"
"CCB",42,1,2,3,"Industry"
"CCB",51,0,5,5,"Unemployed"
"ICBC",47,0,2,4,"Retired"
"CCB",73,1,4,1,"Education"
"CCB",38,1,6,5,"Service"
"CCB",66,1,6,3,"Unemployed"
"CCB",59,1,5,2,"Service"
"CCB",49,1,5,2,"Education"
"CCB",32,1,3,1,"Student"
"CCB",55,1,5,3,"Retired"
"CCB",75,1,3,5,"Service"
"CCB",56,0,1,1,"Government"
"CCB",41,0,3,5,"Government"
"BOC",67,1,6,4,"Student"
"CCB",30,1,7,1,"Education"
"ICBC",49,1,6,1,"Industry"
"CCB",75,1,3,4,"Retired"
"CCB",62,1,4,3,"Industry"
"CCB",21,1,6,5,"Unemployed"
"BOC",37,0,4,4,"Service"
"ICBC",19,1,3,1,"Industry"
"BOC",48,1,5,4,"Unemployed"
"CCB",19,1,5,4,"Service"
"CCB",53,0,6,1,"Education"
"CCB",50,1,5,1,"Industry"
"CCB",38,0,3,3,"Industry"
"CCB",26,0,4,2,"Finance"
"CCB",72,1,6,2,"Finance"
"BOC",74,1,1,2,"Industry"
"BOC",70,1,2,3,"Industry"
"CCB",47,1,2,1,"Finance"
"BOC",69,1,1,3,"Student"
"CCB",30,0,5,1,"Finance"
"BOC",37,0,5,5,"Finance"
"CCB",32,0,2,1,"Government"
"CCB",55,0,3,4,"Government"
"CCB",20,1,7,5,"Student"
"BOC",28,0,2,4,"Service"
"BOC",27,1,2,4,"Retired"
"CCB",54,0,3,2,"Service"
"CCB",34,1,6,5,"Finance"
"ICBC",56,1,1,1,"Finance"
"CCB",28,0,7,5,"Unemployed"
"CCB",24,0,7,5,"Student"
"BOC",58,1,1,4,"Finance"
"CCB",43,0,5,2,"Unemployed"
"BOC",57,0,1,3,"Government"
"BOC",53,1,2,2,"Unemployed"
"CCB",25,0,7,2,"Finance"
"BOC",47,1,7,4,"Industry"
"BOC",23,1,3,3,"Finance"
"BOC",48,1,4,3,"Unemployed"
"BOC",73,0,1,2,"Government"
"CCB",70,1,1,1,"Education"
"CCB",25,1,1,1,"Unemployed"
"CCB",20,1,5,1,"Unemployed"
"CCB",46,0,7,3,"Finance"
"BOC",53,1,5,1,"Finance"
"CCB",56,0,7,5,"Industry"
"CCB",24,0,5,5,"Student"
"CCB",24,0,4,1,"Government"
"CCB",47,1,7,2,"Industry"
"CCB",50,0,6,3,"Education"
"BOC",18,1,6,4,"Retired"
"CCB",56,1,5,1,"Education"
"BOC",36,1,2,1,"Education"
"BOC",21,1,1,3,"Service"
"CCB",29,0,7,2,"Student"
"CCB",70,1,5,4,"Unemployed"
"BOC",71,1,2,4,"Industry"
"BOC",64,0,7,2,"Service"
"BOC",38,1,7,5,"Finance"
"CCB",34,0,1,2,"Government"
"BOC",22,0,2,4,"Service"
"CCB",28,0,5,5,"Retired"
"CCB",61,0,3,3,"Service"
"CCB",38,1,6,5,"Service"
"BOC",71,1,2,4,"Retired"
"CCB",53,0,3,2,"Government"
"BOC",62,1,3,5,"Finance"
"CCB",39,0,7,3,"Service"
"CCB",65,1,2,1,"Unemployed"
"BOC",44,0,3,2,"Industry"
"CCB",50,1,6,3,"Industry"
"BOC",53,0,4,5,"Student"
"CCB",57,1,5,2,"Unemployed"
"CCB",28,0,3,3,"Student"
"CCB",28,1,4,5,"Student"
"BOC",68,1,1,5,"Industry"
"CCB",34,0,5,2,"Student"
"CCB",43,0,1,4,"Service"
"CCB",31,0,5,2,"Student"
"CCB",26,0,4,3,"Retired"
"CCB",61,1,7,3,"Service"
"CCB",53,1,4,1,"Service"
"CCB",58,1,7,2,"Service"
"BOC",30,0,1,4,"Unemployed"
"CCB",44,1,4,2,"Service"
"CCB",41,0,2,4,"Finance"
"BOC",39,1,1,3,"Student"
"BOC",52,1,4,2,"Industry"
"CCB",44,0,3,1,"Finance"
"BOC",21,0,2,5,"Student"
"BOC",58,0,4,3,"Industry"
"CCB",51,1,3,2,"Government"
"CCB",69,1,7,3,"Industry"
"CCB",20,0,6,4,"Education"
"CCB",42,1,5,4,"Government"
"CCB",41,0,2,3,"Government"
"CCB",24,0,7,4,"Government"
"ICBC",50,0,3,2,"Student"
"CCB",48,0,7,1,"Student"
"CCB",39,1,1,3,"Education"
"CCB",40,1,4,2,"Education"
"BOC",20,0,7,3,"Education"
"BOC",37,1,6,5,"Retired"
"BOC",30,0,3,5,"Industry"
"ICBC",40,0,4,1,"Finance"
"BOC",33,1,5,4,"Retired"
"CCB",22,0,5,1,"Unemployed"
"CCB",32,1,6,2,"Finance"
"BOC",57,1,1,5,"Education"
"BOC",51,1,7,5,"Student"
"BOC",65,0,4,4,"Finance"
"CCB",45,0,3,1,"Service"
"CCB",32,1,3,2,"Education"
"BOC",75,0,7,3,"Education"
"ICBC",49,0,7,1,"Industry"
"BOC",59,1,3,2,"Student"
"BOC",31,1,3,5,"Retired"
"CCB",38,1,6,1,"Industry"
"CCB",70,1,4,1,"Education"
"CCB",41,0,5,5,"Government"
"CCB",70,0,3,4,"Student"
"BOC",34,0,1,5,"Service"
"BOC",58,1,4,4,"Service"
"CCB",58,1,5,3,"Industry"
"CCB",46,1,2,1,"Education"
"CCB",22,1,7,4,"Government"
"BOC",26,0,2,5,"Unemployed"
"BOC",58,1,6,4,"Student"
"CCB",66,1,3,2,"Service"
"CCB",67,1,2,2,"Industry"
"BOC",73,1,3,4,"Education"
"CCB",40,0,3,3,"Unemployed"
"CCB",37,1,1,4,"Service"
"BOC",22,1,1,3,"Unemployed"
"CCB",35,1,4,3,"Industry"
"BOC",41,1,4,1,"Unemployed"
"BOC",41,0,1,5,"Education"
"BOC",75,0,2,3,"Finance"
"CCB",21,0,5,1,"Retired"
"BOC",34,1,1,4,"Service"
"CCB",29,0,5,3,"Retired"
"CCB",33,1,3,3,"Student"
"BOC",61,0,7,1,"Unemployed"
"CCB",57,0,1,4,"Finance"
"CCB",31,1,7,5,"Education"
"BOC",33,1,6,3,"Education"
"CCB",74,0,4,5,"Service"
"CCB",68,0,3,3,"Government"
"BOC",27,0,6,5,"Education"
"ABC",50,1,2,2,"Unemployed"
"BOC",30,1,1,5,"Industry"
"CCB",37,0,5,2,"Industry"
"CCB",53,0,1,5,"Student"
"BOC",52,0,4,3,"Service"
"ICBC",37,0,7,1,"Student"
"BOC",28,1,3,3,"Industry"
"CCB",26,1,4,2,"Unemployed"
"CCB",33,1,4,3,"Education"
"CCB",32,1,3,5,"Education"
"BOC",47,0,7,5,"Retired"
"BOC",46,0,2,1,"Student"
"BOC",68,0,5,5,"Industry"
"BOC",50,1,5,5,"Finance"
"CCB",18,0,5,2,"Education"
"ICBC",28,1,6,2,"Unemployed"
"CCB",23,1,7,2,"Student"
"CCB",21,0,4,3,"Unemployed"
"CCB",43,1,6,5,"Government"
"CCB",62,1,3,1,"Finance"
"CCB",32,1,6,2,"Service"
"CCB",37,0,5,3,"Government"
"BOC",70,0,4,4,"Finance"
"CCB",58,0,7,3,"Unemployed"
"CCB",44,0,7,2,"Finance"
"BOC",25,0,3,5,"Service"
"BOC",18,0,3,2,"Industry"
"BOC",67,1,1,5,"Finance"
"CCB",20,0,3,3,"Retired"
"BOC",48,1,7,3,"Unemployed"
"BOC",44,1,4,5,"Industry"
"CCB",71,1,3,3,"Government"
"CCB",65,0,1,3,"Service"
"CCB",73,1,6,4,"Education"
"BOC",52,1,5,3,"Industry"
"CCB",60,1,2,4,"Service"
"CCB",34,1,4,5,"Government"
"BOC",27,1,3,5,"Student"
"BOC",35,0,7,3,"Unemployed"
